ip开始地址,ip结束地址,国家,省,市,地区,,
203.118.240.0,203.118.255.255,,,,亚洲网络信息中心,,
203.119.0.0,203.119.0.255,澳大利亚,,,,,
203.119.1.0,203.119.1.255,日本,,,,,
203.119.2.0,203.119.2.255,中国,香港特别行政区,,,,
203.119.3.0,203.119.3.255,中国,台湾省,,,,
203.119.4.0,203.119.7.255,菲律宾,,,,,
203.119.8.0,203.119.11.255,越南,,,,,
203.119.12.0,203.119.12.255,澳大利亚,,,,,
203.119.13.0,203.119.13.255,印度尼西亚,,,,,
203.119.14.0,203.119.15.255,澳大利亚,,,,,
203.119.16.0,203.119.16.255,日本,,,,,
203.119.17.0,203.119.17.255,印度尼西亚,,,,,
203.119.18.0,203.119.18.255,印度,,,,,
203.119.19.0,203.119.19.255,孟加拉国,,,,,
203.119.20.0,203.119.20.255,巴基斯坦,,,,,
203.119.21.0,203.119.21.255,澳大利亚,,,,,
203.119.22.0,203.119.22.255,日本,,,,,
203.119.23.0,203.119.23.255,RIPE,,,,,
203.119.24.0,203.119.35.255,中国,北京市,北京市,中国互联网信息中心,,
203.119.36.0,203.119.39.255,越南,,,,,
203.119.40.0,203.119.40.255,日本,,,,,
203.119.41.0,203.119.41.255,印度尼西亚,,,,,
203.119.42.0,203.119.43.255,澳大利亚,,,亚太网络信息中心,,
203.119.44.0,203.119.47.255,越南,,,,,
203.119.48.0,203.119.48.255,印度尼西亚,,,,,
203.119.49.0,203.119.50.255,印度,,,,,
203.119.51.0,203.119.51.255,斐济,,,,,
203.119.52.0,203.119.55.255,印度尼西亚,,,,,
203.119.56.0,203.119.255.255,,,,亚洲网络信息中心,,
203.120.0.0,203.120.255.255,新加坡,,,,,
203.121.0.0,203.121.127.255,马来西亚,,,,,
203.121.128.0,203.121.191.255,泰国,,,,,
203.121.192.0,203.121.223.255,澳大利亚,,,,,
203.121.224.0,203.121.255.255,中国,台湾省,,,,
203.122.0.0,203.122.63.255,印度,,,,,
203.122.64.0,203.122.255.255,澳大利亚,,,,,
203.123.0.0,203.123.31.255,新加坡,,,,,
203.123.32.0,203.123.47.255,印度,,,,,
203.123.48.0,203.123.55.255,新加坡,,,,,
203.123.56.0,203.123.63.255,,,,亚洲网络信息中心,,
203.123.64.0,203.123.127.255,澳大利亚,,,,,
203.123.128.0,203.123.191.255,印度,,,,,
203.123.192.0,203.123.223.255,韩国,,,,,
203.123.224.0,203.123.255.255,印度尼西亚,,,,,
203.124.0.0,203.124.5.255,新加坡,,,,,
203.124.6.0,203.124.7.255,日本,,,,,
203.124.8.0,203.124.15.255,中国,香港特别行政区,,,,
203.124.16.0,203.124.31.255,,,,亚洲网络信息中心,,
203.124.32.0,203.124.63.255,巴基斯坦,,,,,
203.124.64.0,203.124.95.255,日本,,,,,
203.124.96.0,203.124.127.255,新加坡,,,,,
203.124.128.0,203.124.175.255,印度,,,,,
203.124.176.0,203.124.191.255,澳大利亚,,,,,
203.124.192.0,203.124.255.255,印度,,,,,
203.125.0.0,203.127.255.255,新加坡,,,,,
203.128.0.0,203.128.31.255,巴基斯坦,,,,,
203.128.32.0,203.128.63.255,中国,北京市,北京市,中国航天科技第一研究院通讯站,,
203.128.64.0,203.128.95.255,印度尼西亚,,,,,
203.128.96.0,203.128.127.255,中国,广东省,惠州市,长城宽带,,
203.128.128.0,203.128.159.255,中国,北京市,北京市,天地互连,,
203.128.160.0,203.128.223.255,韩国,,,,,
203.128.224.0,203.128.231.255,新西兰,,,,,
203.128.232.0,203.128.239.255,,,,亚洲网络信息中心,,
203.128.240.0,203.128.247.255,越南,,,,,
203.128.248.0,203.128.251.255,印度尼西亚,,,,,
203.128.252.0,203.129.3.255,巴基斯坦,,,,,
203.129.4.0,203.129.5.255,菲律宾,,,,,
203.129.6.0,203.129.7.255,韩国,,,,,
203.129.8.0,203.129.15.255,泰国,,,,,
203.129.16.0,203.129.63.255,澳大利亚,,,,,
203.129.64.0,203.129.95.255,中国,香港特别行政区,,,,
203.129.96.0,203.129.127.255,日本,,,,,
203.129.128.0,203.129.159.255,澳大利亚,,,,,
203.129.160.0,203.129.191.255,日本,,,,,
203.129.192.0,203.129.255.255,印度,,,,,
203.130.0.0,203.130.31.255,巴基斯坦,,,,,
203.130.32.0,203.130.63.255,中国,北京市,北京市,同宿科技,,
203.130.64.0,203.130.127.255,韩国,,,,,
203.130.128.0,203.130.159.255,泰国,,,,,
203.130.160.0,203.130.175.255,澳大利亚,,,,,
203.130.176.0,203.130.191.255,韩国,,,,,
203.130.192.0,203.130.255.255,印度尼西亚,,,,,
203.131.0.0,203.131.63.255,澳大利亚,,,,,
203.131.64.0,203.131.191.255,菲律宾,,,,,
203.131.192.0,203.131.207.255,日本,,,,,
203.131.208.0,203.131.223.255,泰国,,,,,
203.131.224.0,203.131.255.255,中国,香港特别行政区,,,,
203.132.0.0,203.132.31.255,澳大利亚,,,,,
203.132.32.0,203.132.63.255,中国,广东省,佛山市,视通宽带,,
203.132.64.0,203.132.95.255,澳大利亚,,,,,
203.132.96.0,203.132.127.255,日本,,,,,
203.132.128.0,203.132.159.255,印度,,,,,
203.132.160.0,203.132.191.255,韩国,,,,,
203.132.192.0,203.132.207.255,中国,香港特别行政区,,,,
203.132.208.0,203.132.231.255,印度,,,,,
203.132.232.0,203.132.255.255,澳大利亚,,,,,
203.133.0.0,203.133.127.255,中国,台湾省,,,,
203.133.128.0,203.133.159.255,日本,,,,,
203.133.160.0,203.133.191.255,韩国,,,,,
203.133.192.0,203.133.251.255,日本,,,,,
203.133.252.0,203.133.255.255,巴基斯坦,,,,,
203.134.0.0,203.134.191.255,澳大利亚,,,,,
203.134.192.0,203.134.223.255,印度,,,,,
203.134.224.0,203.134.231.255,,,,亚洲网络信息中心,,
203.134.232.0,203.134.239.255,印度尼西亚,,,,,
203.134.240.0,203.134.247.255,中国,北京市,北京市,慧聪网,,
203.134.248.0,203.134.251.255,印度,,,,,
203.134.252.0,203.135.63.255,巴基斯坦,,,,,
203.135.64.0,203.135.95.255,中国,台湾省,,,,
203.135.96.0,203.135.111.255,中国,辽宁省,鞍山市,铁通,,
203.135.112.0,203.135.119.255,中国,重庆市,,网通,,
203.135.120.0,203.135.127.255,中国,,,,,
203.135.128.0,203.135.159.255,中国,香港特别行政区,,,,
203.135.160.0,203.135.175.255,中国,北京市,北京市,宽捷网通信技术有限公司,,
203.135.176.0,203.135.183.255,印度尼西亚,,,,,
203.135.184.0,203.135.191.255,,,,亚洲网络信息中心,,
203.135.192.0,203.141.255.255,日本,,,,,
203.142.0.0,203.142.31.255,新加坡,,,,,
203.142.32.0,203.142.63.255,马来西亚,,,,,
203.142.64.0,203.142.87.255,印度尼西亚,,,,,
203.142.88.0,203.142.95.255,,,,亚洲网络信息中心,,
203.142.96.0,203.142.127.255,中国,香港特别行政区,,,,
203.142.128.0,203.142.159.255,澳大利亚,,,,,
203.142.160.0,203.142.191.255,韩国,,,,,
203.142.192.0,203.142.215.255,日本,,,,,
203.142.216.0,203.142.223.255,,,,亚洲网络信息中心,,
203.142.224.0,203.142.255.255,澳大利亚,,,,,
203.143.0.0,203.143.63.255,斯里兰卡,,,,,
203.143.64.0,203.143.95.255,澳大利亚,,,,,
203.143.96.0,203.143.127.255,日本,,,,,
203.143.128.0,203.143.159.255,新加坡,,,,,
203.143.160.0,203.143.175.255,澳大利亚,,,,,
203.143.176.0,203.143.191.255,印度,,,,,
203.143.192.0,203.144.31.255,澳大利亚,,,,,
203.144.32.0,203.144.47.255,新西兰,,,,,
203.144.48.0,203.144.63.255,美国,,,VeriSign亚太区网络,,
203.144.64.0,203.144.95.255,柬埔寨,,,,,
203.144.96.0,203.144.127.255,印度,,,,,
203.144.128.0,203.145.31.255,泰国,,,,,
203.145.32.0,203.145.63.255,澳大利亚,,,,,
203.145.64.0,203.145.95.255,中国,香港特别行政区,,,,
203.145.96.0,203.145.111.255,澳大利亚,,,,,
203.145.112.0,203.145.119.255,泰国,,,,,
203.145.120.0,203.145.127.255,日本,,,,,
203.145.128.0,203.145.191.255,印度,,,,,
203.145.192.0,203.145.223.255,中国,台湾省,,,,
203.145.224.0,203.145.255.255,日本,,,,,
203.146.0.0,203.147.63.255,泰国,,,,,
203.147.64.0,203.147.87.255,新喀里多尼亚岛,,,,,
203.147.88.0,203.147.95.255,,,,亚洲网络信息中心,,
203.147.96.0,203.147.103.255,澳大利亚,,,,,
203.147.104.0,203.147.111.255,,,,亚洲网络信息中心,,
203.147.112.0,203.147.127.255,瑞典IP-Only,,,亚太区网络,,
203.147.128.0,203.147.255.255,澳大利亚,,,,,
203.148.0.0,203.148.63.255,中国,北京市,北京市,安莱信息通信技术有限公司,,
203.148.64.0,203.148.79.255,巴基斯坦,,,,,
203.148.80.0,203.148.95.255,,,,亚洲网络信息中心,,
203.148.96.0,203.148.127.255,日本,,,,,
203.148.128.0,203.149.63.255,泰国,,,,,
203.149.64.0,203.149.87.255,澳大利亚,,,,,
203.149.88.0,203.149.95.255,,,,亚洲网络信息中心,,
203.149.96.0,203.149.111.255,日本,,,,,
203.149.112.0,203.149.127.255,韩国,,,,,
203.149.128.0,203.149.255.255,新加坡,,,,,
203.150.0.0,203.152.63.255,泰国,,,,,
203.152.64.0,203.152.95.255,中国,陕西省,西安市,广电网,,
203.152.96.0,203.152.127.255,新西兰,,,,,
203.152.128.0,203.152.159.255,印度,,,,,
203.152.160.0,203.152.191.255,韩国,,,,,
203.152.192.0,203.152.223.255,日本,,,,,
203.152.224.0,203.152.255.255,澳大利亚,,,,,
203.153.0.0,203.153.3.255,印度尼西亚,,,,,
203.153.4.0,203.153.5.255,中国,香港特别行政区,,,,
203.153.6.0,203.153.7.255,,,,亚洲网络信息中心,,
203.153.8.0,203.153.15.255,菲律宾,,,,,
203.153.16.0,203.153.63.255,,,,亚洲网络信息中心,,
203.153.64.0,203.153.79.255,中国,香港特别行政区,,,,
203.153.80.0,203.153.95.255,马来西亚,,,,,
203.153.96.0,203.153.127.255,印度尼西亚,,,,,
203.153.128.0,203.153.143.255,泰国,,,,,
203.153.144.0,203.153.159.255,韩国,,,,,
203.153.160.0,203.153.175.255,泰国,,,,,
203.153.176.0,203.153.191.255,,,,亚洲网络信息中心,,
203.153.192.0,203.153.207.255,澳大利亚,,,,,
203.153.208.0,203.153.223.255,,,,亚洲网络信息中心,,
203.153.224.0,203.153.255.255,澳大利亚,,,,,
203.154.0.0,203.156.191.255,泰国,,,,,
203.156.192.0,203.156.255.255,中国,上海市,上海市,环球信息网络,,
203.157.0.0,203.158.7.255,泰国,,,,,
203.158.8.0,203.158.15.255,菲律宾,,,,,
203.158.16.0,203.158.23.255,中国,北京市,北京市,息壤网络,,
203.158.24.0,203.158.31.255,马来西亚,,,,,
203.158.32.0,203.158.63.255,澳大利亚,,,,,
203.158.64.0,203.158.95.255,印度,,,,,
203.158.96.0,203.159.255.255,泰国,,,,,
203.160.0.0,203.160.1.255,越南,,,,,
203.160.2.0,203.160.3.255,澳大利亚,,,,,
203.160.4.0,203.160.7.255,泰国,,,,,
203.160.8.0,203.160.15.255,澳大利亚,,,,,
203.160.16.0,203.160.31.255,日本,,,,,
203.160.32.0,203.160.47.255,中国,香港特别行政区,,,,
203.160.48.0,203.160.55.255,蒙古,,,,,
203.160.56.0,203.160.63.255,印度尼西亚,,,,,
203.160.64.0,203.160.95.255,中国,香港特别行政区,,,,
203.160.96.0,203.160.111.255,越南,,,,,
203.160.112.0,203.160.127.255,新西兰,,,,,
203.160.128.0,203.160.143.255,,,,亚洲网络信息中心,,
203.160.144.0,203.160.159.255,中国,台湾省,,,,
203.160.160.0,203.160.223.255,菲律宾,,,,,
203.160.224.0,203.160.255.255,中国,台湾省,,,,
203.161.0.0,203.161.3.255,越南,,,,,
203.161.4.0,203.161.7.255,中国,香港特别行政区,,,,
203.161.8.0,203.161.15.255,澳大利亚,,,,,
203.161.16.0,203.161.31.255,,,,亚洲网络信息中心,,
203.161.32.0,203.161.63.255,新加坡,,,,,
203.161.64.0,203.161.159.255,澳大利亚,,,,,
203.161.160.0,203.161.191.255,,,,亚洲网络信息中心,,
203.161.192.0,203.161.223.255,中国,重庆市,,广电网,,
203.161.224.0,203.161.255.255,中国,香港特别行政区,,,,
203.162.0.0,203.162.255.255,越南,,,,,
203.163.0.0,203.163.63.255,IBM,,,,,
203.163.64.0,203.163.127.255,ATT,,,,,
203.163.128.0,203.163.191.255,印度,,,,,
203.163.192.0,203.163.223.255,中国,台湾省,,,,
203.163.224.0,203.163.255.255,印度,,,,,
203.164.0.0,203.164.255.255,澳大利亚,,,,,
203.165.0.0,203.165.255.255,日本,,,,,
203.166.0.0,203.166.127.255,澳大利亚,,,,,
203.166.128.0,203.166.159.255,新加坡,,,,,
203.166.160.0,203.166.191.255,中国,上海市,上海市,世纪互联,,
203.166.192.0,203.166.207.255,印度尼西亚,,,,,
203.166.208.0,203.166.215.255,韩国,,,,,
203.166.216.0,203.166.223.255,,,,亚洲网络信息中心,,
203.166.224.0,203.166.255.255,澳大利亚,,,,,
203.167.0.0,203.167.31.255,菲律宾,,,,,
203.167.32.0,203.167.63.255,日本,,,,,
203.167.64.0,203.167.127.255,菲律宾,,,,,
203.167.128.0,203.167.255.255,新西兰,,,,,
203.168.0.0,203.168.31.255,菲律宾,,,,,
203.168.32.0,203.168.63.255,澳大利亚,,,,,
203.168.64.0,203.168.127.255,日本,,,,,
203.168.128.0,203.168.255.255,中国,香港特别行政区,,,,
203.169.0.0,203.169.3.255,菲律宾,,,,,
203.169.4.0,203.169.7.255,,,,亚洲网络信息中心,,
203.169.8.0,203.169.15.255,日本,,,,,
203.169.16.0,203.169.31.255,,,,亚洲网络信息中心,,
203.169.32.0,203.169.47.255,中国,香港特别行政区,,,,
203.169.48.0,203.169.55.255,蒙古,,,,,
203.169.56.0,203.169.63.255,,,,亚洲网络信息中心,,
203.169.64.0,203.169.127.255,新加坡,,,,,
203.169.128.0,203.169.255.255,中国,香港特别行政区,,,,
203.170.0.0,203.170.15.255,澳大利亚,,,,,
203.170.16.0,203.170.31.255,,,,亚洲网络信息中心,,
203.170.32.0,203.170.47.255,日本,,,,,
203.170.48.0,203.170.63.255,,,,亚洲网络信息中心,,
203.170.64.0,203.170.79.255,巴基斯坦,,,,,
203.170.80.0,203.170.87.255,澳大利亚,,,,,
203.170.88.0,203.170.95.255,,,,亚洲网络信息中心,,
203.170.96.0,203.170.127.255,韩国,,,,,
203.170.128.0,203.170.255.255,泰国,,,,,
203.171.0.0,203.171.3.255,菲律宾,,,,,
203.171.4.0,203.171.7.255,,,,亚洲网络信息中心,,
203.171.8.0,203.171.15.255,日本,,,,,
203.171.16.0,203.171.31.255,越南,,,,,
203.171.32.0,203.171.47.255,新西兰,,,,,
203.171.48.0,203.171.63.255,,,,亚洲网络信息中心,,
203.171.64.0,203.171.127.255,澳大利亚,,,,,
203.171.128.0,203.171.159.255,日本,,,ATT亚太区网络,,
203.171.160.0,203.171.191.255,韩国,,,,,
203.171.192.0,203.171.207.255,澳大利亚,,,,,
203.171.208.0,203.171.223.255,,,,亚洲网络信息中心,,
203.171.224.0,203.171.239.255,中国,河南省,郑州市,景安网络,,
203.171.240.0,203.171.247.255,印度,,,,,
203.171.248.0,203.171.251.255,,,,亚洲网络信息中心,,
203.171.252.0,203.171.255.255,印度,,,,,
203.172.0.0,203.172.31.255,菲律宾,,,,,
203.172.32.0,203.172.255.255,泰国,,,,,
203.173.0.0,203.173.63.255,澳大利亚,,,,,
203.173.64.0,203.173.87.255,日本,,,,,
203.173.88.0,203.173.95.255,印度尼西亚,,,,,
203.173.96.0,203.173.127.255,韩国,,,,,
203.173.128.0,203.173.255.255,新西兰,,,,,
203.174.0.0,203.174.3.255,菲律宾,,,,,
203.174.4.0,203.174.7.255,,,,亚洲网络信息中心,,
203.174.8.0,203.174.15.255,印度尼西亚,,,,,
203.174.16.0,203.174.31.255,,,,亚洲网络信息中心,,
203.174.32.0,203.174.63.255,中国,香港特别行政区,,,,
203.174.64.0,203.174.79.255,日本,,,,,
203.174.80.0,203.174.87.255,新加坡,,,,,
203.174.88.0,203.174.95.255,日本,,,,,
203.174.96.0,203.174.127.255,中国,北京市,北京市,国安创想通信技术有限公司,,
203.174.128.0,203.174.191.255,澳大利亚,,,,,
203.174.192.0,203.174.255.255,日本,,,,,
203.175.0.0,203.175.3.255,菲律宾,,,,,
203.175.4.0,203.175.7.255,,,,亚洲网络信息中心,,
203.175.8.0,203.175.15.255,不丹,,,,,
203.175.16.0,203.175.31.255,日本,,,,,
203.175.32.0,203.175.63.255,韩国,,,,,
203.175.64.0,203.175.79.255,巴基斯坦,,,,,
203.175.80.0,203.175.95.255,日本,,,,,
203.175.96.0,203.175.111.255,巴基斯坦,,,,,
203.175.112.0,203.175.119.255,新西兰,,,,,
203.175.120.0,203.175.127.255,,,,亚洲网络信息中心,,
203.175.128.0,203.175.159.255,中国,广东省,深圳市,,,
203.175.160.0,203.175.175.255,新加坡,,,,,
203.175.176.0,203.175.191.255,,,,亚洲网络信息中心,,
203.175.192.0,203.175.255.255,中国,浙江省,宁波市,网通,,
203.176.0.0,203.176.95.255,菲律宾,,,,,
203.176.96.0,203.176.111.255,澳大利亚,,,,,
203.176.112.0,203.176.127.255,,,,亚洲网络信息中心,,
203.176.128.0,203.176.143.255,柬埔寨,,,,,
203.176.144.0,203.176.151.255,马来西亚,,,,,
203.176.152.0,203.176.167.255,,,,亚洲网络信息中心,,
203.176.168.0,203.176.175.255,中国,上海市,上海市,,,
203.176.176.0,203.176.255.255,,,,亚洲网络信息中心,,
203.177.0.0,203.177.255.255,菲律宾,,,,,
203.178.0.0,203.183.255.255,日本,,,,,
203.184.0.0,203.184.63.255,新西兰,,,,,
203.184.64.0,203.184.79.255,澳大利亚,,,,,
203.184.80.0,203.184.95.255,中国,上海市,上海市,中国银联,,
203.184.96.0,203.184.127.255,日本,,,,,
203.184.128.0,203.185.63.255,中国,香港特别行政区,,,,
203.185.64.0,203.185.159.255,泰国,,,,,
203.185.160.0,203.185.183.255,法属波利尼西亚,,,,,
203.185.184.0,203.185.191.255,,,,亚洲网络信息中心,,
203.185.192.0,203.185.255.255,澳大利亚,,,,,
203.186.0.0,203.186.255.255,中国,香港特别行政区,,,,
203.187.0.0,203.187.127.255,中国,台湾省,,,,
203.187.128.0,203.187.159.255,美国,,,Infonet亚太区网络,,
203.187.160.0,203.187.191.255,中国,北京市,北京市,光环新网长城宽带,,
203.187.192.0,203.187.255.255,印度,,,,,
203.188.0.0,203.188.63.255,泰国,,,,,
203.188.64.0,203.188.91.255,中国,香港特别行政区,,香港中文大学,,
203.188.92.0,203.188.127.255,中国,香港特别行政区,,,,
203.188.128.0,203.188.159.255,澳大利亚,,,,,
203.188.160.0,203.188.191.255,孟加拉国,,,,,
203.188.192.0,203.188.207.255,中国,台湾省,,,,
203.188.208.0,203.188.215.255,日本,,,,,
203.188.216.0,203.188.223.255,澳大利亚,,,,,
203.188.224.0,203.188.231.255,印度,,,,,
203.188.232.0,203.188.239.255,马来西亚,,,,,
203.188.240.0,203.189.1.255,孟加拉国,,,,,
203.189.2.0,203.189.4.255,澳大利亚,,,,,
203.189.5.0,203.189.5.255,印度,,,,,
203.189.6.0,203.189.7.255,巴基斯坦,,,,,
203.189.8.0,203.189.15.255,菲律宾,,,,,
203.189.16.0,203.189.23.255,马来西亚,,,,,
203.189.24.0,203.189.31.255,,,,亚洲网络信息中心,,
203.189.32.0,203.189.63.255,日本,,,,,
203.189.64.0,203.189.79.255,斯里兰卡,,,,,
203.189.80.0,203.189.87.255,澳大利亚,,,,,
203.189.88.0,203.189.95.255,,,,亚洲网络信息中心,,
203.189.96.0,203.189.111.255,巴基斯坦,,,,,
203.189.112.0,203.189.127.255,,,,亚洲网络信息中心,,
203.189.128.0,203.189.159.255,柬埔寨,,,,,
203.189.160.0,203.189.175.255,中国,香港特别行政区,,,,
203.189.176.0,203.189.183.255,印度,,,,,
203.189.184.0,203.189.191.255,斯里兰卡,,,,,
203.189.192.0,203.189.223.255,印度尼西亚,,,,,
203.189.224.0,203.189.255.255,孟加拉国,,,,,
203.190.0.0,203.190.3.255,斯里兰卡,,,,,
203.190.4.0,203.190.7.255,,,,亚洲网络信息中心,,
203.190.8.0,203.190.15.255,孟加拉国,,,,,
203.190.16.0,203.190.23.255,中国,台湾省,,,,
203.190.24.0,203.190.31.255,,,,亚洲网络信息中心,,
203.190.32.0,203.190.35.255,孟加拉国,,,,,
203.190.36.0,203.190.63.255,,,,亚洲网络信息中心,,
203.190.64.0,203.190.95.255,菲律宾,,,,,
203.190.96.0,203.190.102.255,中国,福建省,福州市,福建东南广播电视网络,,
203.190.103.0,203.190.103.255,中国,福建省,龙岩市,广电网,,
203.190.104.0,203.190.111.255,中国,福建省,福州市,福建东南广播电视网络,,
203.190.112.0,203.190.127.255,,,,亚洲网络信息中心,,
203.190.128.0,203.190.159.255,印度,,,,,
203.190.160.0,203.190.175.255,越南,,,,,
203.190.176.0,203.190.183.255,新加坡,,,,,
203.190.184.0,203.190.191.255,印度尼西亚,,,,,
203.190.192.0,203.190.207.255,澳大利亚,,,,,
203.190.208.0,203.190.215.255,新西兰,,,,,
203.190.216.0,203.190.223.255,,,,亚洲网络信息中心,,
203.190.224.0,203.190.239.255,新加坡,,,,,
203.190.240.0,203.190.247.255,,,,亚洲网络信息中心,,
203.190.248.0,203.190.248.255,印度,,,,,
203.190.249.0,203.190.249.255,中国,香港特别行政区,,,,
203.190.250.0,203.190.251.255,泰国,,,,,
203.190.252.0,203.190.253.255,澳大利亚,,,,,
203.190.254.0,203.191.1.255,孟加拉国,,,,,
203.191.2.0,203.191.2.255,日本,,,,,
203.191.3.0,203.191.7.255,,,,亚洲网络信息中心,,
203.191.8.0,203.191.15.255,越南,,,,,
203.191.16.0,203.191.31.255,中国,北京市,北京市,华凯利达信息技术,,
203.191.32.0,203.191.33.255,孟加拉国,,,,,
203.191.34.0,203.191.35.255,印度,,,,,
203.191.36.0,203.191.63.255,,,,亚洲网络信息中心,,
203.191.64.0,203.191.127.255,中国,北京市,北京市,中国互联网络信息中心,,
203.191.128.0,203.191.131.255,孟加拉国,,,,,
203.191.132.0,203.191.159.255,,,,亚洲网络信息中心,,
203.191.160.0,203.191.207.255,澳大利亚,,,,,
203.191.208.0,203.191.255.255,日本,,,,,
203.192.0.0,203.192.31.255,中国,北京市,北京市,新华社,,
203.192.32.0,203.192.63.255,泰国,,,,,
203.192.64.0,203.192.95.255,澳大利亚,,,,,
203.192.96.0,203.192.127.255,日本,,,,,
203.192.128.0,203.192.191.255,AsiaNetcom,,,,,
203.192.192.0,203.192.255.255,印度,,,,,
203.193.0.0,203.193.127.255,中国,香港特别行政区,,,,
203.193.128.0,203.193.191.255,印度,,,,,
203.193.192.0,203.193.223.255,澳大利亚,,,,,
203.193.224.0,203.193.255.255,巴基斯坦,,,,,
203.194.0.0,203.194.63.255,澳大利亚,,,,,
203.194.64.0,203.194.95.255,日本,,,ATT亚太区网络,,
203.194.96.0,203.194.111.255,印度,,,,,
203.194.112.0,203.194.119.255,蒙古,,,,,
203.194.120.0,203.194.127.255,日本,,,,,
203.194.128.0,203.195.95.255,中国,香港特别行政区,,,,
203.195.96.0,203.195.111.255,泰国,,,,,
203.195.112.0,203.195.119.255,澳大利亚,,,,,
203.195.120.0,203.195.127.255,,,,亚洲网络信息中心,,
203.195.128.0,203.195.255.255,印度,,,,,
203.196.0.0,203.196.7.255,中国,北京市,北京市,世纪互联,,
203.196.8.0,203.196.15.255,中国,香港特别行政区,,,,
203.196.16.0,203.196.23.255,日本,,,,,
203.196.24.0,203.196.31.255,基里巴斯,,,,,
203.196.32.0,203.196.63.255,澳大利亚,,,,,
203.196.64.0,203.196.95.255,,,,亚洲网络信息中心,,
203.196.96.0,203.196.127.255,日本,,,ATT亚太区网络,,
203.196.128.0,203.197.255.255,印度,,,,,
203.198.0.0,203.198.255.255,中国,香港特别行政区,,,,
203.199.0.0,203.200.255.255,印度,,,,,
203.201.0.0,203.201.31.255,澳大利亚,,,,,
203.201.32.0,203.201.47.255,中国,台湾省,,,,
203.201.48.0,203.201.63.255,,,,亚洲网络信息中心,,
203.201.64.0,203.201.159.255,澳大利亚,,,,,
203.201.160.0,203.201.175.255,印度尼西亚,,,,,
203.201.176.0,203.201.191.255,,,,亚洲网络信息中心,,
203.201.192.0,203.201.255.255,印度,,,,,
203.202.0.0,203.202.191.255,澳大利亚,,,,,
203.202.192.0,203.202.223.255,日本,,,,,
203.202.224.0,203.202.231.255,中国,香港特别行政区,,,,
203.202.232.0,203.202.239.255,,,,亚洲网络信息中心,,
203.202.240.0,203.202.255.255,孟加拉国,,,,,
203.203.0.0,203.204.255.255,中国,台湾省,,,,
203.205.0.0,203.205.255.255,日本,,,,,
203.206.0.0,203.206.255.255,澳大利亚,,,,,
203.207.0.0,203.207.15.255,中国,台湾省,,,,
203.207.16.0,203.207.31.255,韩国,,,,,
203.207.32.0,203.207.47.255,中国,台湾省,,,,
203.207.48.0,203.207.63.255,,,,亚洲网络信息中心,,
203.207.64.0,203.207.95.255,中国,北京市,北京市,经济信息网,,
203.207.96.0,203.207.103.255,中国,,,经济信息网华东地区,,
203.207.104.0,203.207.111.255,中国,,,经济信息网华中地区,,
203.207.112.0,203.207.119.255,中国,,,经济信息网东北地区,,
203.207.120.0,203.207.127.255,中国,辽宁省,沈阳市,经济信息网,,
203.207.128.0,203.207.136.255,中国,天津市,天津市,经济信息网,,
203.207.137.0,203.207.137.255,中国,,,经济信息网华北地区,,
203.207.138.0,203.207.138.255,中国,北京市,北京市,经济信息网,,
203.207.139.0,203.207.139.255,中国,山西省,阳泉市,经济信息网,,
203.207.140.0,203.207.140.255,中国,山西省,大同市,经济信息网,,
203.207.141.0,203.207.159.255,中国,,,经济信息网华北地区,,
203.207.160.0,203.207.167.255,中国,湖北省,武汉市,经济信息网,,
203.207.168.0,203.207.175.255,中国,广东省,广州市,经济信息网,,
203.207.176.0,203.207.177.255,中国,海南省,,经济信息网,,
203.207.178.0,203.207.178.255,中国,广东省,广州市,经济信息网,,
203.207.179.0,203.207.179.255,中国,广东省,深圳市,经济信息网,,
203.207.180.0,203.207.189.255,中国,四川省,成都市,经济信息网,,
203.207.190.0,203.207.191.255,中国,重庆市,,经济信息网,,
203.207.192.0,203.207.239.255,中国,北京市,北京市,经济信息网,,
203.207.240.0,203.207.247.255,中国,,,经济信息网西南地区,,
203.207.248.0,203.207.255.255,中国,浙江省,杭州市,经济信息网,,
203.208.0.0,203.208.19.255,中国,广东省,深圳市,讯业金网,,
203.208.20.0,203.208.20.255,中国,香港特别行政区,,,,
203.208.21.0,203.208.22.255,澳大利亚,,,,,
203.208.23.0,203.208.23.255,日本,,,,,
203.208.24.0,203.208.31.255,菲律宾,,,,,
203.208.32.0,203.208.63.255,中国,北京市,北京市,飞翔人信息技术有限公司,,
203.208.64.0,203.208.127.255,澳大利亚,,,,,
203.208.128.0,203.208.255.255,新加坡,,,,,
203.209.0.0,203.209.127.255,泰国,,,,,
203.209.128.0,203.209.143.255,香港,,,,,
203.209.144.0,203.209.159.255,日本,,,,,
203.209.160.0,203.209.175.255,澳大利亚,,,,,
203.209.176.0,203.209.191.255,,,,亚洲网络信息中心,,
203.209.192.0,203.209.223.255,澳大利亚,,,,,
203.209.224.0,203.209.255.255,中国,北京市,北京市,3721科技有限公司,,
203.210.0.0,203.210.15.255,中国,香港特别行政区,,,,
203.210.16.0,203.210.31.255,日本,,,,,
203.210.32.0,203.210.63.255,韩国,,,,,
203.210.64.0,203.210.79.255,澳大利亚,,,,,
203.210.80.0,203.210.95.255,,,,亚洲网络信息中心,,
203.210.96.0,203.210.127.255,澳大利亚,,,,,
203.210.128.0,203.210.255.255,越南,,,,,
